,Plot,RegionName,AverageDBH,Density,DBH_CV,Shannon,shan_Broadleaf,PD,PD_Broadleaf,FDis,FD_Broadleaf,MAT,MAP,SoilThickness,HumusLayerThickness,LitterThickness,Altitude,AGC,Age,Group,MaxDBH
169,169,Xiangtan,8.6,604,28.24 ,0.10616,0,776.92281,135.912187,0.069074157,0,17.845,1483.69995,80,1,3,4.672828834,17.77329,4,NA,19.6
170,170,Huaihua,16.3,1045,32.58 ,0.59412,0,776.92281,135.912187,0.885752443,0,16.28945,1396.34998,45,1,3,6.196444128,52.95603,28,2,23.4
171,171,Shaoyang,12.2,791,35.62 ,0,0,325.05003,0,0,0,16.435,1420.16663,80,2,3,6.398594935,11.95496,14,NA,21.8
172,172,Loudi,8.1,649,23.69 ,0.24343,0.693147181,910.2183,258.317278,0.10055489,0,17.64056,1473.19995,80,1,3,5.525452939,6.99046,12,NA,13.7
173,173,Xiangtan,8.4,1261,28.79 ,0.38717,0.376770161,909.74648,259.646422,0.42652976,0.821219624,18.04889,1453.8833,85,1,3,4.65396035,8.38597,9,NA,18.2
174,174,Zhuzhou,9.7,291,26.74 ,0.16794,0,650.10006,135.912187,0,0,17.20833,1545.34998,90,3,2,5.442417711,8.18922,8,NA,21
175,175,Huaihua,9.8,582,29.37 ,0.06521,0,650.10006,135.912186,0.065399718,0,16.74833,1361.7666,45,2,3,6.06610809,14.60292,20,NA,22
176,176,Huaihua,16.3,1209,43.61 ,0.86483,0,899.32791,135.912187,0.959196942,0,15.86611,1415.3667,45,2,3,5.707110265,68.62653,30,2,30.1
177,177,Zhuzhou,12.2,493,24.44 ,0.55194,0.562335145,786.01224,145.647389,0.853897356,1.23334459,17.20833,1545.34998,90,5,3,5.505331536,12.21872,9,NA,21.3
178,178,Huaihua,14.2,925,42.05 ,0.49194,0,899.32791,135.912187,0.208242866,0,16.74833,1361.7666,85,2,3,5.916202063,20.20918,11,NA,25.5
179,179,Huaihua,12.3,321,35.59 ,0.24775,0,650.10006,135.912187,0,0,15.86611,1415.3667,45,2,4,6.274762021,8.49981,8,NA,20.2
180,180,Huaihua,12,1433,35.66 ,0.51598,0,776.92281,135.912186,0.853973548,0,16.73778,1349.53333,80,8,3,6.685860947,53.88016,25,2,24.1
181,181,Xiangtan,9.2,888,28.84 ,0.90723,0,1031.4136,135.912186,1.098670278,0,18.04889,1453.8833,80,2,3,5.293304825,19.07761,12,NA,17.8
182,182,Huaihua,14.8,246,38.87 ,0.18491,0,451.87279,0,0.238301697,0,16.44722,1246.2334,75,3,2,6.329720906,9.4879,20,NA,22.2
183,183,Huaihua,13.6,2784,36.98 ,0.37148,0,802.1764,135.912186,0.271760956,0,15.51722,1392.08325,45,2,3,6.957497371,62.7821,26,2,22.5
184,184,Huaihua,12.5,739,18.23 ,0,0,325.05003,0,0,0,16.55667,1367.7334,70,1,2,5.888877958,12.53163,28,NA,18.4
185,185,Huaihua,13.6,836,27.61 ,0.22135,0,451.87279,0,0.299935843,0,15.82389,1433.25,65,2,2,6.710523109,17.04057,17,NA,18.6
186,186,Shaoyang,8.6,843,41.47 ,0.06105,0,451.87279,0,0.060347348,0,15.23222,1453.94995,60,2,2,6.621405652,15.00057,14,NA,20.5
187,187,Shaoyang,8.7,470,38.21 ,0.29251,0,650.10006,135.912187,0,0,16.10444,1432.5166,50,4,3,6.431331082,6.9189,14,NA,19.4
188,188,Zhuzhou,8,2269,29.89 ,0.69685,0.376770161,885.69277,271.824373,0.807402214,0.718648101,18.31055,1456.71668,50,2,1,4.369447852,16.42694,18,NA,17.4
189,189,Huaihua,7.5,604,33.20 ,0.09222,0,650.10006,135.912186,0.097372402,0,16.57111,1279.16663,85,5,3,6.447305863,10.73918,8,NA,19.5
190,190,Huaihua,6.5,1037,23.14 ,0.41702,0,776.92281,0,0.099825513,0,16.89833,1304.34998,45,1,2,5.602118821,2.97848,7,NA,11.7
191,191,Huaihua,9.7,963,47.98 ,1.3348,0,1036.56924,0,1.315098116,0,16.98944,1339.1167,90,1,2,5.978885765,69.27935,18,2,25.5
192,192,Shaoyang,6.3,500,16.48 ,0,0,325.05003,0,0,0,12.47722,1603.98328,60,10,6,1485,1.10275,16,1,8.5
193,193,Xiangtan,8.6,1604,24.40 ,0.32442,0,776.92281,0,0.162984352,0,17.85889,1468.83337,80,1,2,4.836281907,9.90257,16,NA,12.7
194,194,Zhuzhou,5.7,1090,11.75 ,0.24891,0,650.10006,135.912187,0,0,18.31055,1456.71668,100,1,3,4.510859507,1.40926,7,NA,8
195,195,Huaihua,10.2,1045,36.82 ,0.06276,0,451.87279,0,0.062404103,0,16.68333,1250.1167,60,2,2,6.274762021,15.81951,15,NA,21
196,196,Huaihua,13.4,410,43.44 ,1.41993,1.320888343,1048.2773,321.790982,1.026320724,1.891529627,16.79556,1265.5,81,5,4,6.216606101,28.33748,35,NA,23
197,197,Huaihua,17.3,664,25.23 ,0,0,325.05003,0,0,0,14.96888999,1468.833371,80,2,3,799.9999999,9.2529,28,1,20.1
198,198,Shaoyang,10.9,963,31.86 ,0.05943,0,451.87279,0,0.058421827,0,15.23222,1453.94995,40,3,2,6.722629795,14.64528,25,NA,16.7
199,199,Hengyang,8.7,2313,30.13 ,0.03555,0,650.10006,0,0,0,17.86611,1461.28333,75,1,1,4.795790546,19.55186,30,NA,16.2
200,200,Hengyang,6.4,1097,27.04 ,0.09962,0,650.10006,135.912187,0,0,18.17556,1461.30005,100,1,2,4.615120517,2.57547,7,NA,14.6
201,201,Zhuzhou,10.9,1836,31.63 ,0.26881,0,912.835,135.912187,0.222862827,0,17.97167,1476,50,3,2,5.049856007,12.68773,16,NA,15.8
202,202,Zhuzhou,10.5,1955,22.95 ,0.17605,0,912.835,135.912186,0.072825702,0,16.69833,1554.06665,50,1,3,6.398594935,16.55006,14,NA,15.7
203,203,Huaihua,15.7,955,32.72 ,0.66037,0,912.835,135.912187,0.928163958,0,15.39167,1282.2334,75,3,2,6.415096959,51.06249,25,NA,27.8
204,204,Huaihua,8.9,963,26.10 ,0,0,325.05003,0,0,0,16.35,1274.91663,75,5,4,6.293419279,24.76335,20,NA,19.5
205,205,Hengyang,12,545,34.09 ,0.86502,0,776.92281,135.912187,1.289724125,0,17.30889,1472.66663,45,1,1,5.638354669,35.88224,21,NA,21.5
206,206,Hengyang,5.2,970,32.15 ,0,0,325.05003,0,0,0,18.17556,1461.30005,90,2,5,4.615120517,18.43477,4,2,20.2
207,207,Zhuzhou,13,1000,36.37 ,0.53936,0.500402424,798.3214,176.143593,0.51027499,0.963321556,17.09444,1544.81665,70,1,3,5.65248918,16.0153,14,NA,20.2
208,208,Huaihua,10.4,2448,30.34 ,0,0,325.05003,0,0,0,15.39167,1282.2334,55,2,1,6.769641977,23.03257,16,NA,16.6
209,209,Huaihua,13.6,261,37.92 ,0.73562,0,776.92281,0,0.637674344,0,15.11389,1312.08337,58,3,2,6.685860947,4.68416,5,NA,20.4
210,210,Shaoyang,10.9,2463,30.98 ,0.12219,0,451.87279,0,0.141454713,0,16.63389,1408.75,40,3,1,6.415096959,25.85586,25,NA,17.8
211,211,Loudi,7,854,32.40 ,0.2363,0,912.835,135.912186,0.163306728,0,17.48778,1454.5,70,1,2,5.564520407,20.0905,4,2,22.8
212,212,Hengyang,9.4,1530,26.06 ,0.12709,0,776.92281,135.912187,0.039510779,0,17.30889,1472.66663,80,1,3,5.525452939,18.19256,15,NA,14.9
213,213,Hengyang,11.7,2381,33.33 ,0.03662,0,451.87279,0,0.032691011,0,18.01111,1446.91675,80,1,2,5.303304908,28.16165,15,NA,21.1
214,214,Hengyang,17.2,843,49.12 ,0.96365,0,826.85943,135.912186,0.981267912,0,14.36222,1790.08325,80,6,5,6.803505258,55.9582,35,NA,37.1
215,215,Zhuzhou,8.2,239,40.42 ,0.4851,0,776.92281,135.912186,0.572803598,0,17.90945,1497.80005,80,1,2,5.768320996,7.64276,9,NA,29.3
216,216,Zhuzhou,14.7,1090,33.03 ,0.80992,0,776.92281,0,0.722547419,0,16.69833,1554.06665,80,5,3,5.942799375,40.78447,31,NA,24.8
217,217,Huaihua,13.3,463,31.57 ,0,0,325.05003,0,0,0,15.925,1237.71668,20,1,1,700,8.25605,26,1,21.8
218,218,Huaihua,17.6,590,45.83 ,0.42113,0.693147181,811.26582,271.824372,0.321445478,1.322434763,15.22444,1287.65002,80,1,1,6.73459166,20.36405,5,2,35.9
219,219,Huaihua,12.3,478,46.98 ,0.24267,0,650.10006,135.912186,0.149491233,0,15.22444,1287.65002,80,2,1,6.792344427,8.06015,5,NA,22
220,220,Huaihua,9.2,1418,22.90 ,0.07445,0,451.87279,0,0.076799744,0,16.57722,1263,70,4,5,5.96870756,16.95369,17,NA,14.3
221,221,Huaihua,15.9,776,31.95 ,0.50622,0,776.92281,135.912187,0.72408077,0,16.35722,1470.08325,60,5,4,6.56667243,39.06996,30,NA,23.8
222,222,Huaihua,12.6,2306,30.70 ,0.41585,1.162699833,1056.23351,403.964667,0.479642,1.593330647,13.84889,1538,60,4,2,6.478509642,34.93817,14,2,19.7
223,223,Hengyang,9.9,1619,31.42 ,0.43679,0,776.92281,0,0.501737196,0,18.27167,1456.46668,100,2,3,4.262679877,23.05438,17,NA,16.9
224,224,Hengyang,9.9,381,29.46 ,0.25022,0,773.83429,135.912187,0,0,17.96722,1470.40002,95,1,3,4.394449155,14.65737,4,NA,16.4
225,225,Zhuzhou,13,97,35.17 ,0.38721,0,650.10006,135.912187,0,0,17.98944,1481.34998,60,3,3,5.049856007,7.93221,18,NA,22.5
226,226,Huaihua,13.7,1194,35.93 ,0.26178,0,776.92281,135.912186,0.14773365,0,16.13222,1265.91663,80,2,2,6.196444128,47.54488,22,NA,24.1
227,227,Shaoyang,16.2,291,31.53 ,0.51174,0,451.87279,0,0.905845901,0,15.65666,1432.81665,60,3,4,6.538139824,15.27489,32,NA,23.3
228,228,Shaoyang,9.9,1806,32.88 ,0,0,325.05003,0,0,0,14.14555,1525.96668,50,4,3,6.932447892,19.09331,15,NA,17.8
229,229,Hengyang,9.5,403,46.24 ,0.41965,0,768.67866,135.912187,0,0,18.04833,1475.59998,80,1,1,5.303304908,7.84192,17,NA,26.7
230,230,Zhuzhou,8.6,754,37.64 ,0.55995,0,923.7254,135.912187,0.691493915,0,17.855,1484.93335,80,1,2,5.252273428,11.56393,15,NA,27
231,231,Huaihua,11.4,448,28.61 ,0,0,325.05003,0,0,0,15.925,1237.71668,65,2,1,470,8.64185,26,1,17
232,232,Huaihua,11.5,1037,31.82 ,0,0,325.05003,0,0,0,15.22444,1287.65002,60,1,2,6.66057515,22.13336,18,NA,20.7
233,233,Zhuzhou,13.6,925,41.52 ,0.84757,1.039720771,1158.97433,394.229464,0.338131522,1.175497567,17.98944,1481.34998,60,5,4,6.552507887,17.38858,18,NA,23
234,234,Zhuzhou,9.1,575,31.14 ,0.31412,0,776.92281,0,0.267211846,0,17.855,1484.93335,85,1,2,5.017279837,4.78264,14,NA,15.4
235,235,Zhuzhou,8.8,1030,28.50 ,0.06586,0,325.05003,0,0,0,17.98944,1481.34998,60,3,2,5.198497031,7.73331,8,NA,13.7
236,236,Huaihua,12.5,567,30.59 ,0,0,325.05003,0,0,0,15.00222,1249.66663,120,3,1,6.34738921,13.57074,16,NA,19
237,237,Xiangxi,8.1,1619,25.64 ,0,0,325.05003,0,0,0,15.35944,1282,60,1,2,6.34738921,8.20607,5,NA,14.4
238,238,Xiangxi,12.8,425,35.76 ,0.75518,0,501.8094001,0,0.738225701,0,15.16889001,1266.01672,75,3,2,719.9999998,13.26288,30,1,21.9
239,239,Shaoyang,16.6,881,40.70 ,1.53809,0.688917086,1025.5362,384.525569,1.481015521,0.92209339,13.90167,1506.0166,60,4,2,6.898714534,37.66855,20,NA,28.7
240,240,Zhuzhou,11.6,418,26.51 ,0.16463,0,650.10006,0,0,0,17.72611,1496.73328,70,1,3,4.912654886,15.53907,4,NA,19.2
241,241,Huaihua,11.8,575,27.68 ,0.19144,0,451.87279,0,0.249083298,0,14.97611,1236.3833,80,1,1,6.49375384,7.90681,18,NA,16.9
242,242,Huaihua,21.8,769,32.18 ,0.09503,0,451.87279,0,0.103589727,0,16.76,1257.65002,70,4,2,5.802118375,25.66271,34,NA,33
243,243,Shaoyang,10.6,1284,39.86 ,0.56052,1.695742534,1160.32,614.289478,0.367585534,2.051503857,15.57222,1441.8667,40,4,3,6.685860947,18.20255,19,NA,21.6
244,244,Shaoyang,6.8,925,18.40 ,0,0,325.05003,0,0,0,16.34444,1401.8667,80,4,3,549.9999999,0.97797,8,1,9
245,245,Shaoyang,10.4,2433,30.62 ,0.05742,0,650.10006,135.912187,0,0,17.11333,1388.65002,60,4,3,6.042632834,37.69906,28,NA,19.7
246,246,Shaoyang,12.1,1410,34.22 ,0.165,0.693147181,765.88562,251.697751,0.054394302,0,17.20278,1391.65002,80,3,1,5.707110265,16.68345,24,NA,22.4
247,247,Huaihua,8.7,858,28.29 ,0.08365,0,650.10006,135.912186,0.091665994,0,16.58222,1324.65002,60,1,1,5.802118375,6.07491,5,NA,15.2
248,248,Shaoyang,15.2,1284,40.34 ,0.21421,0,786.01224,0,0,0,13.32722,1536.69995,78,11,4,7.074116816,42.70701,26,NA,26.1
249,249,Hengyang,9.7,843,23.02 ,0.25395,0,776.92281,135.912186,0.288479345,0,18.46222,1443.33337,60,1,2,4.418840608,9.26996,4,NA,13.8
250,250,Hengyang,7.9,3851,25.61 ,0.34561,0,776.92281,135.912186,0.487127443,0,18.09833,1481.19995,90,1,3,4.875197323,32.73962,17,NA,15.7
251,251,Zhuzhou,13.5,269,46.42 ,0.839459999,0.636514168,1036.56924,259.646422,0.606039566,1.668509713,16.23611,1622.666631,50,1,2,150,8.91178,35,1,29.7
252,252,Zhuzhou,10,1955,34.37 ,0.59879,0.500402424,1028.62057,251.697751,0.37547315,0,17.33222,1508.40002,90,1,15,6.133398043,31.51416,16,NA,19.4
253,253,Huaihua,11.8,1351,38.27 ,1.0594,0.887694276,823.57498,312.055779,1.281047809,1.324236987,16.58056,1296.21668,62,4,3,5.673323267,17.16383,14,NA,24.4
254,254,Shaoyang,14.2,970,37.65 ,0.43063,0,962.77162,135.912186,0.362322575,0,15.07833,1462.46668,64,9,4,6.685860947,46.01545,27,NA,26.3
255,255,Shaoyang,8.1,2082,26.54 ,0,0,325.05003,0,0,0,15.07833,1462.46668,60,4,4,6.293419279,10.28585,9,NA,14.2
256,256,Shaoyang,8.3,948,32.86 ,0.41816,0,1028.62057,135.912186,0.120608396,0,17.58944001,1413.69995,60,1,2,470,10.51207,28,1,15.3
257,257,Hengyang,9.5,2224,33.01 ,0.52706,0,776.92281,135.912187,0.700266558,0,17.355,1474.5,80,2,4,5.638354669,25.1015,11,NA,18
258,258,Hengyang,8.5,373,29.87 ,0.25864,0,776.92281,135.912186,0.336565775,0,18.01833,1439.44995,100,2,2,5.017279837,3.50203,8,NA,14.6
259,259,Huaihua,18.5,634,24.30 ,0.57585,0,451.87279,0,0.878765876,0,16.89667,1333.81665,95,4,4,6.293419279,39.3554,16,NA,24.1
260,260,Zhuzhou,8.8,507,24.32 ,0.10211,0,451.87279,0,0.113192834,0,16.28889,1621.19995,85,1,2,5.602118821,8.61553,8,NA,14.2
261,261,Huaihua,14.9,478,52.73 ,0.16302,0,451.87279,0,0.203117113,0,16.63,1305.84998,71,3,4,6.089044875,10.70516,15,NA,26.8
262,262,Huaihua,8.1,985,24.00 ,0,0,325.05003,0,0,0,16.63,1305.84998,67,2,3,5.755742214,5.45162,7,NA,13.2
263,263,Shaoyang,14.4,634,48.04 ,0.74251,0.410116318,1035.24009,258.317278,0.378561739,0,16.06222,1403.0166,80,8,5,6.398594935,56.09884,12,2,40.8
264,264,Shaoyang,18,172,38.62 ,0,0,325.05003,0,0,0,16.25944,1421.43335,80,11,3,609.9999999,5.75681,16,1,18.2
265,265,Shaoyang,16.1,657,32.55 ,0,0,325.05003,0,0,0,16.25944,1421.43335,80,4,2,6.34738921,22.97796,18,NA,26.2
266,266,Hengyang,9.5,657,26.48 ,0.11322,0,325.05003,0,0,0,18.17,1432.3667,70,2,3,5.198497031,23.88822,19,NA,19
267,267,Hengyang,7.5,537,27.93 ,0.6918,1.242453325,1167.36309,434.460871,0.481177911,1.043473458,16.96389,1546.09998,60,1,3,6.018593214,5.15409,12,NA,14.3
268,268,Zhuzhou,15.3,2134,28.40 ,0.40878,0,776.92281,0,0.08075093,0,17.18611,1537.65002,60,3,3,6.329720906,52.20394,16,2,21.4
269,269,Shaoyang,15.2,1284,32.33 ,0.6718,0,451.87279,0,1.314870546,0,16.25944,1421.43335,80,9,3,6.154858094,83.2016,21,2,28.2
270,270,Hengyang,6.8,1448,19.75 ,0.06458,0,451.87279,0,0.06460598,0,17.44445,1400.66675,60,3,2,6.56667243,3.9638,13,NA,10
271,271,Huaihua,17.8,716,63.17 ,1.61669,1.011404265,1189.91754,312.055779,1.3500916,1.449768934,16.82389,1314.08337,70,8,4,6.089044875,23.39911,25,NA,33
272,272,Huaihua,16.6,1396,53.06 ,1.46709,1.494175138,1142.78038,446.770027,0.75389588,1.615787662,16.27944,1373.1167,85,3,4,6.154858094,37.29406,27,NA,31.6
273,273,Huaihua,11,179,35.81 ,0.32508,0,451.87279,0,0.494305805,0,16.29944,1329.1333,70,3,2,6.154858094,4.38829,7,NA,18.6
274,274,Zhuzhou,11.7,2142,34.34 ,0.42726,0.666278442,908.41733,258.317278,0.245798146,0,16.97389,1573.2334,70,3,2,5.755742214,38.36814,17,NA,24
275,275,Huaihua,5,679,26.03 ,0,0,325.05003,0,0,0,16.29944,1329.1333,100,7,2,470,0.58038,4,1,11
276,276,Huaihua,13.1,1769,31.79 ,0.079,0,650.10006,0,0,0,16.32,1404.34998,84,2,3,6.17586727,28.8273,17,NA,22.4
277,277,Shaoyang,9.1,1866,34.69 ,1.13431,0.760755259,1129.41592,404.630354,0.864699002,0.869871523,15.82611,1441.71668,80,9,5,6.608000625,17.05735,9,NA,20.7
278,278,Shaoyang,13.6,537,25.82 ,0.07081,0,451.87279,0,0.072254083,0,16.02333,1447.44995,60,5,4,6.23636959,23.62049,20,NA,20.8
279,279,Zhuzhou,14.5,985,31.69 ,0.5676,0.500402424,908.41734,258.317278,0.199971576,0,17.40333,1528,50,1,1,5.420534999,20.83009,17,NA,17.9
280,280,Huaihua,14.6,1500,39.99 ,0.04569,0,650.10006,135.912187,0,0,16.38222,1378.83337,80,3,2,5.860786223,43.84326,28,NA,26.4
281,281,Huaihua,11,2336,27.41 ,0.28077,0,776.92281,135.912186,0.354139284,0,16.23333,1392.7666,70,4,2,6.364750757,36.7705,13,2,19.3
282,282,Huaihua,12.6,1679,40.92 ,0.76657,0.693147181,798.3214,176.143593,0.093470274,1.505189931,15.84667,1334.2334,70,3,2,6.552507887,39.38841,15,NA,22
283,283,Huaihua,9.1,2873,33.18 ,0.61281,0,786.01224,0,0,0,15.97333,1356.16663,70,3,3,6.580639137,22.07636,10,NA,19
284,284,Hengyang,8.7,463,34.08 ,0.43732,0,912.835,135.912186,0.234379823,0,17.97278,1450.71668,90,2,8,4.875197323,5.18775,5,NA,16.6
285,285,Chenzhou,6.3,2216,18.27 ,0.47862,0.731515108,1024.2029,510.015029,0.508934576,0.247410915,17.835,1479.06665,90,1,2,5.351858133,11.97151,7,NA,9.6
286,286,Zhuzhou,10.9,828,30.36 ,0.43722,0,912.835,135.912186,0.323833733,0,17.41667,1498,70,3,3,5.916202063,10.71254,17,NA,17.9
287,287,Zhuzhou,14.8,507,49.77 ,0.70027,0,776.92281,0,1.015649857,0,15.28167,1651.66663,80,3,3,6.398594935,69.67547,15,2,39.9
288,288,Shaoyang,9,2299,28.48 ,1.18778,1.095887154,1065.7676,260.922538,1.222259403,2.189002465,16.83389,1434.2666,95,4,2,6.608000625,20.37593,14,NA,19.4
289,289,Yongzhou,12.2,104,33.64 ,0,0,325.05003,0,0,0,17.60222,1391.43335,60,1,1,5.673323267,27.65093,9,NA,21
290,290,Zhuzhou,7.4,716,28.79 ,0.3326,0,675.35364,135.912186,0.398966655,0,17.185,1527.84998,70,3,2,5.525452939,7.50115,9,NA,13.4
291,291,Shaoyang,9,2478,25.82 ,0.10094,0,650.10006,135.912187,0,0,16.32445,1421.21668,70,5,2,6.34738921,16.66548,8,NA,14.4
292,292,Shaoyang,19.9,343,37.49 ,0.75193,0,892.70838,135.912186,0.903852003,0,16.265,1437.3667,120,6,3,5.888877958,23.43439,35,NA,31
293,293,Shaoyang,17,739,45.21 ,0.56063,0,901.79781,135.912186,0.107838563,0,15.71222,1459.31665,90,3,3,6.647688374,44.65206,30,NA,28.3
294,294,Chenzhou,12.1,455,37.43 ,0.687440001,0,776.9228098,135.912186,1.045847193,0,17.835,1479.066651,70,2,2,160,5.25154,17,1,20.4
295,295,Zhuzhou,15.4,530,34.80 ,0.33893,0,650.10006,0,0,0,16.41833,1545.46668,90,3,3,5.888877958,18.60097,29,NA,23.2
296,296,Huaihua,11.8,955,32.04 ,0.84562,0,776.92281,135.912187,0.589234218,0,16.32889,1357.83337,60,4,2,6.255750042,25.68575,21,NA,20.9
297,297,Shaoyang,10.6,3537,27.74 ,0.55135,0,912.835,135.912186,0.656038272,0,15.47111,1478.30005,70,5,3,6.17586727,45.72912,15,NA,20.7
298,298,Shaoyang,18.9,1351,48.28 ,0,0,325.05003,0,0,0,12.68889,1650.8833,60,5,4,6.643789733,70.18816,30,2,40.1
299,299,Huaihua,18.2,418,32.83 ,1.11546,1.193549604,1107.34177,517.9637,1.752677379,1.984951196,16.54111,1375,60,6,3,6.552507887,44.86502,21,NA,33.5
300,300,Shaoyang,21.7,709,41.26 ,0.13269,0,650.10006,0,0,0,12.68889,1650.8833,70,4,4,7.215975003,49.17493,34,NA,42.9
301,301,Zhuzhou,7.4,1201,20.67 ,0.07575,0,451.87279,0,0.078444759,0,17.58055,1480.58337,80,3,3,5.525452939,4.04169,13,NA,10.7
302,302,Zhuzhou,12.4,1388,43.58 ,0.57768,0,451.87279,0,0.976508196,0,16.41833,1545.46668,90,3,3,6.523562306,61.85616,20,2,24.3
303,303,Zhuzhou,12.7,2649,40.43 ,0.33247,0,451.87279,0,0.401300869,0,12.33111,1831.31665,90,3,3,7.215975003,69.86069,24,2,29.2
304,304,Shaoyang,8.8,1425,36.83 ,0.54872,0,650.10006,135.912187,0.361324553,0,14.78444,1532.43335,70,8,4,6.758094504,8.92202,8,NA,20.5
305,305,Shaoyang,7.2,2366,22.71 ,0.45983,0,912.835,135.912186,0.465074429,0,15.97389,1500.28333,40,3,4,6.84694314,8.92802,13,NA,10.9
306,306,Shaoyang,13.8,1261,27.28 ,0.05297,0,451.87279,0,0.050850065,0,12.31056,1621.8999,80,5,3,7.139660336,28.48128,29,NA,20.5
307,307,Shaoyang,6.5,463,39.57 ,0.658110001,0,451.8727899,0,1.277983615,0,14.52056001,1610.70007,85,2,3,999.9999997,3.09999,12,1,17.3
308,308,Zhuzhou,11.3,642,44.09 ,0.46386,0.636514168,773.83429,259.646422,0.503606869,2.10297455,17.385,1504.75,60,2,1,5.831882477,36.47576,23,NA,29.5
309,309,Shaoyang,9.2,3448,30.16 ,0.31928,0.867563228,978.31999,284.133529,0.228397543,1.764832483,15.33945,1523.30005,85,4,3,6.66057515,28.84958,14,NA,16.6
310,310,Shaoyang,11.5,1410,38.50 ,0.18357,0.693147181,817.15422,148.221342,0.13928962,2.084677857,14.52056,1610.70007,60,2,3,7.20489251,24.15661,20,NA,23.1
311,311,Chenzhou,14,1276,38.46 ,0.31247,1.078992208,1025.53204,395.558609,0.329374954,2.71450177,16.84556,1540,80,3,15,6.523562306,45.09192,21,NA,27.4
312,312,Zhuzhou,14.2,1746,22.78 ,0.19258,0,451.87279,0,0.250975534,0,16.48055,1520.80005,90,1,1,6.608000625,37.9952,13,2,20.4
313,313,Huaihua,12.9,1179,44.58 ,0.64471,1.193549604,990.62915,324.364935,0.647124977,1.561821687,16.93944,1404.83325,90,4,2,5.916202063,16.35187,11,NA,44
314,314,Huaihua,11,2597,28.32 ,0.25369,0,776.92281,135.912186,0.319974541,0,16.35444,1445.53333,84,4,4,6.133398043,32.85045,15,NA,19.5
315,315,Shaoyang,13.1,1403,37.41 ,0.26937,0,650.10006,0,0,0,15.97389,1500.28333,50,15,10,6.11146734,28.58556,26,NA,22.9
316,316,Shaoyang,16,366,35.55 ,0.53418,0,776.92281,0,0.750299894,0,14.17111,1605.08325,90,5,1,6.621405652,32.52711,27,NA,25.4
317,317,Chenzhou,13.8,1567,29.11 ,0.05996,0,650.10006,0,0,0,14.44833,1701.30005,55,1,1,6.523562306,51.72098,12,2,21.1
318,318,Huaihua,7.2,1881,32.39 ,0.81209,0,650.10006,0,0,0,15.745,1351.09998,30,2,3,6.803505258,17.14466,10,NA,18.3
319,319,Shaoyang,13,657,45.97 ,0,0,325.05003,0,0,0,14.28333,1621.75,80,3,1,7.003065459,21.64192,33,NA,35.7
320,320,Yongzhou,14.8,597,28.76 ,0.0605,0,650.10006,135.912187,0,0,18.09833,1413.26672,40,3,4,5.993961427,30.63207,28,NA,23
321,321,Chenzhou,14.4,955,38.44 ,0,0,325.05003,0,0,0,17.56055,1487.21668,80,2,2,5.673323267,31.77728,30,NA,29
322,322,Chenzhou,12.3,1000,31.03 ,0.15865,0,776.92281,0,0.051809326,0,15.62,1624.79993,70,3,5,6.463029457,26.15316,18,NA,19.3
323,323,Hengyang,12.6,545,58.41 ,1.3596,0.916464886,1053.87415,387.609937,1.064342791,0.647723149,18.49556,1450.58325,50,1,1,6.364750757,49.91523,15,2,35
324,324,Zhuzhou,17.1,858,44.70 ,1.05799,0,650.10006,0,0,0,16.87833,1516.05005,80,1,2,6.447305863,23.38314,21,NA,21.8
325,325,Shaoyang,7.2,1694,26.00 ,0.34268,0.79631164,938.94485,288.84479,0.306710787,1.139297816,17.09833,1484.90002,85,3,4,6.781057626,8.48934,5,NA,13.5
326,326,Yongzhou,13,1179,24.97 ,0,0,325.05003,0,0,0,18.29722,1395.8833,80,5,8,5.860786223,34.51708,17,NA,19.4
327,327,Yongzhou,12,1590,30.55 ,0.10414,0,650.10006,0,0,0,17.99833,1424.1333,80,3,5,5.303304908,27.15729,13,NA,20.5
328,328,Yongzhou,11,1858,29.99 ,0.08439,0,650.10006,135.912187,0,0,18.09833,1413.26672,65,1,4,5.771441123,29.15188,13,2,19.4
329,329,Chenzhou,13.6,164,31.12 ,0.29251,0,650.10006,135.912187,0,0,15.62,1624.79993,90,2,3,6.447305863,15.87454,5,NA,22.9
330,330,Huaihua,15.6,336,58.94 ,0.15408,0,451.87279,0,0.18914763,0,16.64778,1459.98328,85,3,4,6.042632834,19.862,16,NA,41.8
331,331,Huaihua,11.9,851,32.54 ,0.6333,0,451.87279,0,1.212034001,0,16.80667,1472.69995,75,4,5,5.96870756,22.03392,15,NA,18.8
332,332,Shaoyang,13.8,1112,45.45 ,0.92665,0.562335145,953.06641,148.221342,0.500229527,1.563508393,14.73944,1618.43335,90,6,4,6.552507887,30.88381,26,NA,29
333,333,Yongzhou,10.2,627,27.99 ,0.08832,0,650.1000597,135.912186,0.09798396,0,15.58389,1533.19995,60,1,2,561.0000001,6.47241,16,1,15.4
334,334,Yongzhou,15.3,769,26.51 ,0.14491,0,650.10006,0,0,0,17.06722,1455.8667,100,2,5,5.525452939,28.28965,14,NA,21.4
335,335,Hengyang,10.1,2127,29.98 ,0.41347,0,325.05003,0,0,0,16.69333,1482.28333,20,3,5,5.993961427,23.34912,16,NA,19.2
336,336,Hengyang,11.4,388,24.29 ,0.26757,0,650.10006,135.912186,0.3833739,0,16.69333,1482.28333,85,1,1,5.942799375,10.03008,4,NA,17.3
